Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Female,19,Engineering,67.79,66.74,65.86,96.74,91.33,4.89,61.76,69.05,B,16.9,No,Yes,PhD,Low,9,8.8
Female,21,CS,72.66,52.6,82.31,91,74.31,7.4,80.89,86.6,A,21.5,Yes,Yes,High School,Medium,10,5.1
Male,23,CS,67.56,94.22,49.06,50.28,62.6,2.27,86,59.66,C,8.8,Yes,Yes,High School,Low,2,4.1
Male,19,Business,75.725,41.78,44.9,66.84,62.21,0.5,99.48,61.3,A,16.1,No,Yes,PhD,High,2,8.2
Female,20,Engineering,66.71,45.09,99.2,85.25,54.85,6.84,63.18,76.12,F,24.9,No,Yes,Master's,Medium,8,8.3
Male,23,Engineering,67.55,55.79,41.29,89.06,68.01,6,68.65,79.95,C,26.8,No,Yes,Bachelor's,Medium,8,6
Male,18,CS,55.95,78.52,76.51,81.33,92.37,9.7,85.07,69.55,D,14.4,Yes,No,Master's,Low,1,8.8
Male,19,Business,53.17,96.39,53.6,74.81,56.45,5.64,93.06,88.81,F,27.2,Yes,Yes,Bachelor's,Medium,4,6.6
Male,21,Mathematics,95.18,54.76,97.89,54.72,51.7,9.75,82.23,87.31,A,11.9,No,Yes,PhD,Medium,1,6.5
Female,20,CS,50.51,91.17,45.75,53.28,66.12,4.12,72.49,81.53,F,6.3,Yes,Yes,Bachelor's,High,7,5
Female,18,CS,81.02,67.2,45.3,70.32,97.73,4.71,83.33,81.86,F,17.6,No,Yes,PhD,Medium,10,4.9
Male,20,CS,82.25,87.1,74.38,76.67,75.43,8.75,60.9,54.86,F,24.3,No,Yes,Bachelor's,Low,10,5
Female,18,CS,60.41,92.95,57.62,85.91,55.86,7.66,60.41,78.69,A,22.4,Yes,Yes,Master's,Medium,2,8.3
Female,19,Business,86.02,80.25,58.95,73.67,69.51,8.04,94.96,65.02,A,23.5,Yes,Yes,Master's,Medium,7,7.3
Male,24,CS,75.725,92.52,52.44,74.81,92.62,6.9,66.16,68.54,C,5.7,No,Yes,PhD,Low,8,6.4
Male,21,CS,56.93,99.67,64.69,69.02,56.76,7.49,90.27,54.5,F,15.8,Yes,Yes,PhD,Low,1,7.5
Female,23,CS,75.725,49.99,47.44,65.52,71.05,5.67,61.05,74.31,C,27.1,No,Yes,PhD,High,7,7.9
Male,22,CS,76.9,46.21,45.39,66.68,57.52,8.27,58.98,81.46,D,12.4,No,Yes,Bachelor's,Medium,9,5.1
Male,24,Engineering,77.72,91.62,66.6,61.8,86.05,3.51,83.09,98.49,F,18.6,Yes,Yes,Bachelor's,Medium,7,5.3
Female,18,Engineering,62.82,94.63,47.4,86.97,52.51,8.53,85.52,89.28,A,12.2,No,Yes,Master's,Medium,9,5.2
Male,24,Engineering,98.33,98.55,80.84,74.81,69.24,2.5,76.39,56.98,A,23.6,No,Yes,PhD,Low,5,6.6
Female,22,Business,92.43,82.16,94.74,76.58,95.78,6.96,91.04,81.52,A,6.5,Yes,No,Bachelor's,Medium,6,7.4
Male,24,CS,68.84,69.55,54.69,74.81,86.8,5.68,92.61,53.33,F,21.9,No,Yes,Master's,High,1,7.5
Female,22,Engineering,70.05,41.87,74.54,78.88,72,2.05,52.96,81.56,C,29.3,No,Yes,Master's,Low,3,6.6
Male,23,CS,79.7,81.18,41.69,88.34,97.36,3.48,66.28,97.9,B,27,Yes,No,PhD,Medium,7,4.6
Female,18,Mathematics,92.4,87.46,54.78,59.27,82.98,9.45,58.63,70.83,B,25.3,No,Yes,High School,Medium,9,5.6
Male,24,Business,57.56,88.92,76.4,74.81,96.09,4.26,84.1,67.21,C,25.9,No,Yes,Bachelor's,Medium,10,5.5
Female,23,CS,68.36,53.83,99.11,67.41,78.24,5.86,81.74,57.14,C,15.9,No,Yes,High School,Medium,3,4.4
Male,19,Engineering,56.25,42.91,71.06,59.38,91.35,9.22,60.12,68.93,C,24.8,No,Yes,Bachelor's,Medium,6,6.5
Female,20,Mathematics,70.24,82.19,65.54,50.61,70.47,5.18,77.52,50.73,C,14.2,Yes,Yes,High School,Medium,9,6.1
Male,21,CS,51.98,98.67,62.09,58.7,54.34,2.51,90.59,75.47,C,26.2,Yes,Yes,PhD,Medium,10,4.5
Female,21,Business,63.63,66.8,87.1,90.41,99.71,3.81,68.74,92.36,B,20.4,No,Yes,PhD,Medium,3,7.8
Female,19,CS,70.04,55.58,44.32,77.3,58.28,3.76,62.35,66.06,D,14,No,Yes,Master's,High,9,4.3
Male,19,CS,75.725,49.4,97.59,67.08,62.58,7.15,85.06,54.73,C,23.6,Yes,Yes,Bachelor's,High,3,4.7
Male,21,Business,63.75,59.68,58.82,74.81,66.87,7.3,91.63,56.45,A,29.1,No,Yes,PhD,High,3,5.8
Male,19,Business,76.15,65.43,98.44,67.72,64.46,8.89,97.17,76.43,B,21.6,Yes,Yes,Bachelor's,Low,5,5.4
Female,23,CS,75.725,73.01,50.29,58.6,62.59,1.46,54.18,87.05,D,10.3,Yes,Yes,Master's,High,2,7.4
Female,24,CS,91.51,43.06,41.11,79.85,52.63,6.39,81.16,92.07,B,23.4,Yes,Yes,Bachelor's,Medium,4,6.2
Female,19,Mathematics,77.28,62.4,84.91,67.82,88.92,3.61,92.87,77.85,B,24.9,Yes,Yes,Master's,Low,10,7.9
Female,22,Business,81.12,79.64,81.33,74.81,64.65,5.05,90.64,98.19,B,25.2,No,Yes,PhD,Low,5,4.1
Female,24,CS,99.13,70.22,71.41,78.62,93.67,9.25,94.22,80.77,A,7.3,No,Yes,PhD,High,3,4.5
Male,21,CS,84.61,56.55,84.67,71.11,58.81,4,75.25,75.2,B,7.1,No,Yes,Master's,Medium,1,5.4
Male,22,Engineering,68.91,51.6,56.38,50.85,67.08,3.07,76.51,63.74,D,7.6,Yes,Yes,PhD,High,10,6.7
Female,23,CS,61.76,40.65,54.42,53.25,60.84,0.83,82.23,81.56,D,22.2,No,Yes,Master's,Medium,10,4.4
Male,23,Mathematics,75.725,41.42,49.61,82.76,72.41,8.97,69.72,99.3,C,20.9,Yes,Yes,Master's,Medium,1,6.9
Male,24,CS,94.08,83.55,90.96,56.95,94.74,2.09,82.4,52.94,A,18.9,Yes,Yes,PhD,Low,5,6.3
Female,19,CS,66.46,42.6,97.19,61.13,77.64,1.48,82.08,55.52,B,10.2,Yes,Yes,Master's,Low,6,8.3
Female,18,Engineering,75.725,88.15,86.03,76.96,96.64,5.35,86.42,63.51,A,24.8,No,Yes,PhD,High,3,6.8
Female,20,Engineering,75.725,72.25,95.17,70.11,79.12,4.53,73.21,76.09,C,9,No,No,Bachelor's,Medium,10,8.5
Female,21,Engineering,88.74,76.75,49.79,64.38,61.52,6.4,75.91,75.4,B,5.1,No,Yes,High School,Medium,7,5.1
Male,24,Engineering,95.03,60.14,66.55,61.92,89.17,2.71,82.42,95.85,A,28.1,No,No,PhD,Medium,3,7.5
Male,20,CS,77.58,61.02,99.06,56.47,65.65,6.38,56.32,81.41,C,5.9,No,Yes,Bachelor's,Low,7,6.8
Female,20,Mathematics,62.77,45.48,43.58,56.27,65.65,9.45,66.6,51.28,C,8.7,Yes,Yes,High School,Medium,1,4.5
Female,24,Engineering,53.25,79.2,61.73,88.41,97.22,7.57,56.96,65.78,D,6.6,No,No,Bachelor's,Medium,4,5.9
Female,23,CS,55.47,52.36,54.8,87.37,61.33,7.64,79.28,83.58,D,17.9,No,Yes,PhD,Low,1,5.8
Male,21,Business,75.725,64.97,63.6,63.73,62.55,9.19,51.99,64.29,B,6,No,No,PhD,Low,5,5.8
Female,22,Engineering,92.1,43.01,74.36,59.6,53.77,1.23,85.45,81.56,A,11.8,No,Yes,Bachelor's,Low,9,6
Male,19,CS,67.09,51.79,53.32,92.94,76.8,9.29,93.32,99.12,A,13.4,No,Yes,Master's,Medium,9,4.7
Female,22,Business,97.88,52.64,65.52,65.97,89.39,4.9,98.38,89.27,A,11.1,No,Yes,High School,Low,1,6.5
Male,18,Mathematics,51.91,74.25,89.23,66.37,98.73,5.78,73.37,92.97,F,21.3,No,Yes,Master's,Medium,4,5.7
Male,19,Business,61.6,50.07,45.7,69.09,75.28,6.38,53.19,93.67,F,9.1,Yes,Yes,Bachelor's,Low,2,8.1
Female,18,CS,75.11,87.83,72.92,91.33,75.95,1.35,62.07,70.37,C,27.9,No,Yes,Master's,Low,10,5.4
Male,19,Business,97.55,69.75,53.46,67.04,66.27,5.11,51.88,67.15,B,28.8,Yes,Yes,Bachelor's,Low,4,5.5
Female,20,Business,75.25,77.87,44.73,62.41,66.23,6.23,92.51,85.7,F,12.3,No,Yes,PhD,High,10,8.9
Male,19,CS,72.46,73.22,69.88,85.25,52.24,0.33,90.55,83.04,F,18,No,Yes,Bachelor's,Medium,5,4.7
Female,20,CS,76.69,58.48,79.84,67.39,86.23,0.27,99.7,54.89,A,5.5,No,Yes,PhD,Low,2,5.2
Male,19,CS,72.63,79.13,83.79,90.62,67.82,0.02,96.86,99.02,B,25.8,Yes,Yes,Bachelor's,Medium,2,7
Female,24,Business,51.84,49.02,58.44,73.24,60.87,3.23,85.83,60.61,D,23.7,No,Yes,High School,Medium,9,8.1
Male,22,Engineering,91.92,64.14,78.69,88.06,89.88,4.73,67.19,89.45,A,25,No,Yes,PhD,Medium,3,8.2
Female,24,Engineering,93.37,47.23,52,77.38,54.49,8.94,90.82,83.1,A,20.9,No,Yes,High School,Medium,2,5.9
Male,21,Business,79.94,93.85,88.92,80.12,58.33,4.81,94.88,89.13,D,8.5,No,Yes,Bachelor's,Low,3,9
Male,20,CS,53.36,68.42,71.95,72.9,65.74,9.12,83.86,63.17,F,6.2,No,Yes,Bachelor's,Low,2,4.3
Male,21,Engineering,97.84,60.93,53.62,77.96,63.31,9.09,86.53,65.55,B,8.1,Yes,Yes,Master's,Medium,6,4.4
Male,21,Engineering,65.59,45.78,44.93,64.24,99.58,6.42,97.93,81.48,C,16.6,No,Yes,Bachelor's,High,3,4.1
Female,18,Engineering,57.94,53.19,78.17,60.76,99.28,7.69,78.68,94.42,F,24.9,No,Yes,PhD,Low,1,4.6
Male,20,CS,73.54,50.87,46.58,64.85,74.6,7.05,90.46,54.87,D,14.1,No,Yes,PhD,Low,5,5.2
Female,21,Engineering,94.77,93.71,42.36,84.33,57.44,4.21,71.65,58.42,A,17.5,No,Yes,PhD,Low,1,6.8
Female,18,Business,78,73.41,60.88,71.48,75.2,0.88,91.47,86.72,B,16.2,No,Yes,High School,Medium,1,5.1
Female,22,CS,75.725,50.57,74.17,91.18,66.23,3.69,74.06,71.35,D,7.5,No,Yes,Master's,Medium,9,7.7
Female,19,CS,75.725,86.78,82,58.59,99.48,3.05,54.54,78.67,D,25,No,Yes,High School,High,4,6.3
Female,23,Engineering,78.84,92.99,86.12,88.88,99.39,3.34,55.82,79.55,C,27,No,Yes,Master's,High,10,8.9
Female,21,CS,92.13,62.22,68.59,76.99,94.41,3.46,95.03,81.84,A,18.7,No,Yes,Bachelor's,Low,3,4.6
Female,19,CS,79.34,51.43,45.06,69.17,76.89,7.96,65.19,60.13,C,25.3,No,Yes,Bachelor's,High,9,5.2
Female,21,CS,68.01,89.59,85.67,56.27,67.39,3.72,70.07,50.72,F,25.3,No,No,PhD,Medium,7,4.4
Male,19,Engineering,74.43,58.84,89.93,82.49,61.05,7.22,81.69,95.61,B,16.2,No,Yes,High School,High,6,7.1
Female,20,Engineering,91.08,94.68,54.46,64.91,91.43,5.65,96.79,50.51,A,11.2,Yes,Yes,PhD,High,2,5.1
Male,23,CS,56.84,60.9,69.5,85.57,68.27,7.82,68.13,97.8,F,17.8,No,Yes,High School,Low,3,7.9
Male,19,CS,55.16,93.85,80.38,98.18,52.52,5.98,86.88,55.63,F,20.1,No,Yes,Bachelor's,Low,7,7.4
Female,23,CS,80.81,53.05,62.1,62.69,96.21,2.45,88.63,93.03,D,20,Yes,Yes,Bachelor's,Medium,8,5.2
Female,23,Business,55.78,78.2,59.39,54.14,54.41,0.59,64.8,84.43,C,8.1,No,Yes,High School,Low,8,6.2
Female,21,Engineering,99.65,42.09,72.56,62.93,93.58,8.49,65.68,99.64,B,27.2,No,Yes,PhD,Medium,5,6.7
Female,19,Mathematics,68.32,89.73,48.52,86.08,71.04,4.12,62.99,78.68,F,15.7,No,Yes,Master's,Medium,1,8.3
Male,20,Business,64.56,81.6,53.57,58.09,70.72,8.9,68.63,51.09,B,15.9,No,Yes,PhD,Medium,6,4.3
Male,24,CS,85.58,79.48,92.98,88.03,90.19,3.07,99.39,82.66,A,12.4,No,Yes,PhD,Medium,9,5.1
Male,18,Mathematics,96.86,62.34,56.68,56.35,52.99,4.5,60.73,61.14,A,11.7,No,Yes,Master's,Medium,6,6.2
Male,23,CS,94.7,81.73,50.82,84.78,70.61,2.09,62.13,74.41,A,9.6,No,Yes,High School,Medium,9,4.7
Male,20,Engineering,52.88,55.26,85.63,76.62,84.55,7.6,62.16,60.82,F,11,Yes,Yes,High School,High,7,7.2
Male,20,CS,75.725,41.32,51.01,74.81,71.12,4.92,89.59,75.47,B,13.6,No,Yes,High School,High,4,6.9
Male,21,Engineering,84.44,40.98,77.15,64.6,79.72,0.37,69.24,69.1,A,24.5,Yes,No,Bachelor's,High,10,6.6
Male,19,Engineering,56.66,89.45,54.39,53.48,57.56,6.22,92.19,68.61,D,12.2,Yes,Yes,High School,Low,4,7.9
Female,23,CS,89.04,63.53,98.9,79.7,51.42,3.83,69.61,53.96,A,16.2,No,Yes,Master's,Low,9,7.5
Female,21,Business,52.65,91.94,50.69,74.45,78.68,2.27,56.84,90.7,F,27.8,No,Yes,Bachelor's,Low,2,6.2
Male,23,CS,80.79,61.97,70.12,65.79,87.78,4.28,76.2,60.68,A,24,No,Yes,Bachelor's,High,4,8.4
Male,18,CS,79.26,44.12,89.28,97.32,77.6,7.68,73.81,79.36,D,11.6,No,Yes,Master's,Medium,8,4.6
Female,24,Engineering,62.39,97.09,73.9,65.25,95.38,8.24,70.77,76.66,D,25.7,No,Yes,Master's,Low,2,7.9
Female,18,Business,68.39,58.59,83.54,95.37,87.9,8.23,58.3,78.58,F,5.1,No,Yes,Bachelor's,Low,2,5.8
Female,22,CS,84.3,52.05,66.7,87.3,78.39,8.13,59.76,81.48,D,23.9,No,Yes,Bachelor's,Medium,9,5.6
Female,19,CS,94.52,69.86,41.6,57.07,57.54,1.03,88.13,79.21,A,29.1,No,Yes,Master's,Medium,3,4.4
Male,24,CS,83.53,76.66,74.65,79.74,87.66,9.45,87.76,90.12,F,27.9,No,Yes,Bachelor's,Medium,8,6.9
Female,24,CS,58.91,65.02,60.52,53.36,94.84,6.5,81.61,78.35,F,25.5,No,Yes,Master's,Low,6,7.9
Female,18,Business,73.89,75.56,82.67,60.91,94.06,4.53,59.29,88.42,F,29.5,No,No,Bachelor's,Medium,7,8.3
Male,18,CS,90.74,93.15,76.18,80.59,72.62,4.01,63.74,57.15,A,13.6,No,Yes,PhD,Low,4,5.4
Male,22,CS,72.54,81.23,82.92,60.73,59.54,7.83,54.66,59.48,F,7.4,No,No,High School,Low,4,9
Female,22,Engineering,50.14,60.18,48.79,77.28,66.14,5.39,72.44,50.49,F,28.1,Yes,Yes,High School,High,8,7.3
Female,18,CS,73.39,85.35,80.98,68.85,73.53,8.05,88.31,73.42,A,25.1,No,Yes,Bachelor's,Low,10,5.1
Female,24,Business,52.7,69.67,79.98,63.39,90.89,9.37,60.2,93.38,D,9.9,No,Yes,High School,Medium,4,7.8
Female,24,Engineering,75.725,40.71,79.69,78.38,71.99,1.28,77.33,77.32,F,13.5,No,Yes,Master's,High,4,7
Male,22,CS,80.95,78.25,69.55,53.95,88.07,6.91,94.44,68.57,F,21.7,No,Yes,PhD,Low,5,7.1
Female,23,Engineering,75.725,85.18,96.85,66.78,78.79,6.84,51.23,81.71,B,24.9,Yes,Yes,High School,High,5,6.9
Male,20,CS,79.44,58.21,70.49,61.67,73.03,0.62,92.23,50.11,C,29.3,Yes,Yes,Bachelor's,Medium,5,7.4
Male,21,CS,75.725,80.57,79.23,79.53,65.01,1.94,50.99,90.58,B,29.7,Yes,Yes,High School,Medium,10,8.7
Male,18,Engineering,99.52,95.73,97.47,74.81,99.6,7.19,67.63,88.04,B,18.9,No,Yes,Master's,Medium,7,7.9
Male,19,CS,85.07,48.48,46.38,52.05,66.31,9.48,81.84,69.81,A,13.6,No,Yes,High School,Medium,2,7.1
Male,24,Engineering,70.28,44.02,60.12,74.81,91.13,6.55,96.34,69.3,F,14.8,No,No,Bachelor's,Low,8,8
Female,19,Engineering,51.9,90.66,83.56,67.91,79.53,2.28,86.91,66.67,F,16.1,No,Yes,Bachelor's,Low,3,6.3
Female,24,CS,64.84,96.62,85.33,80.24,90.94,9.64,76.51,87.25,D,26,Yes,Yes,Bachelor's,Medium,4,6.5
Female,20,CS,99.85,44.73,46.63,51.32,59.74,2.79,70.81,63.94,A,10.7,Yes,Yes,Master's,High,7,4.8
Male,20,Engineering,97.03,85.99,56.58,80.21,58.67,3.39,87.34,80.87,A,17.4,No,Yes,Bachelor's,High,10,5.2
Female,19,Business,90.56,76.01,74.54,86.63,88.35,0.63,85.64,69.68,A,5.6,No,Yes,High School,High,10,5.8
Male,18,Business,61.03,41.39,47.03,99.57,79.18,8.73,82.91,80.5,F,22.4,No,Yes,Bachelor's,High,1,7.2
Female,20,CS,76.63,98.34,56.17,63,87.76,9.29,95.19,64.76,B,19.1,Yes,Yes,PhD,Low,7,6.5
Female,21,Engineering,61.22,57.9,64.24,66.12,82.67,6.33,80.49,57.07,D,8.3,No,Yes,Master's,Medium,5,7.7
Female,19,CS,62.98,54.96,69.22,67.06,55.21,7.64,50.73,98.21,C,8.3,No,Yes,Master's,Low,8,7.7
Female,22,Engineering,80.55,69.14,40,86.58,65.07,6.69,80.9,78.16,A,27.4,No,Yes,Bachelor's,Medium,8,7.5
Female,18,CS,68.48,48,46.2,68.74,89.15,8.82,95.54,78.58,A,23.8,Yes,Yes,PhD,Medium,7,8.9
Female,19,Mathematics,98.47,85.98,40.46,98.72,65.25,6.32,53.48,65.52,B,14.7,Yes,Yes,Bachelor's,Low,3,7.3
Female,18,CS,95.93,63.6,86.42,97.29,60.37,8.36,71.39,57.98,A,13.5,Yes,Yes,PhD,Low,2,8.9
Male,24,Engineering,75.725,91.08,72.23,88.05,81.38,7.52,55.83,91.03,C,22.2,Yes,Yes,PhD,Medium,10,6.2
Male,23,CS,63.91,67.3,49.85,58.42,50.19,5.01,80.44,67.37,B,8.2,Yes,Yes,PhD,Low,3,5.8
Male,21,Mathematics,72.34,40.01,54.29,52.27,69.01,3.5,79.82,76.12,D,8.5,Yes,Yes,High School,Medium,7,6.3
Male,21,Engineering,89,92.18,62.08,81.46,59.27,3.05,57.16,53.2,A,13.1,Yes,Yes,PhD,High,7,7.2
Male,22,Engineering,75.725,54.67,40.83,81.58,62.58,2.57,59.98,77.6,C,21.5,Yes,Yes,PhD,Medium,4,8.2
Male,24,Business,94.03,50.79,80.78,87.1,74.32,1.13,90.31,54.4,A,18.4,No,Yes,Master's,Low,10,8.3
Male,24,Business,93.59,74.77,60.56,91.09,60.71,1.44,63.22,98.52,A,18.8,No,Yes,PhD,Low,1,5.8
Male,24,CS,75.55,97.37,47.91,74.81,58.72,1.64,60.89,86.94,F,15.5,No,Yes,Bachelor's,Medium,10,7.2
Male,21,CS,82.99,53.89,74.53,98.63,94.44,5.38,85.64,59.88,F,27.3,Yes,Yes,PhD,Medium,8,7.6
Female,22,CS,84.96,52.44,91.91,80.09,99.23,1.79,96.38,97.02,D,16.9,Yes,No,PhD,Low,8,6.5
Male,20,Engineering,50.68,83.72,75.08,70.8,95.82,1.32,65.25,72.05,D,29.8,Yes,No,Bachelor's,Medium,8,5.7
Male,20,Engineering,91.36,54.55,89.71,74.81,67.73,6.86,98.09,90.3,A,21.7,Yes,Yes,High School,Medium,6,8.9
Female,21,CS,96.99,71.83,94.17,74.81,89.85,2.2,51.89,83.42,A,25.4,No,Yes,Master's,Low,1,8.4
Female,18,CS,62.51,76.55,85.98,96.34,52.37,0.81,62.78,61.73,B,18.5,No,Yes,Bachelor's,Medium,6,8.1
Female,24,CS,65.73,76.56,69.58,62.75,99.36,0.26,94.46,80.11,D,24.4,Yes,Yes,PhD,High,8,7.6
Male,18,Engineering,81.42,83.59,97.93,69.92,84.85,1.06,58.45,67.89,F,15.3,No,Yes,Master's,Low,4,8.6
Male,20,CS,52.01,79.84,72.62,86.28,61.03,5.08,87.39,93.47,F,9.2,No,Yes,PhD,High,8,5.8
Male,24,CS,59.82,58.78,92,87.57,89.09,4.29,78.3,72.72,D,29.5,No,Yes,High School,Low,10,4.3
Female,18,Engineering,94.21,47.47,76.27,73.37,83.01,1.11,79.04,84.74,A,24.1,Yes,Yes,Master's,Low,8,8
Male,24,Mathematics,70.04,65.12,63.61,50.86,71.8,7.55,82.44,78.13,C,13,No,Yes,High School,High,2,5
Male,20,CS,91.64,99.21,79.02,77.16,55.95,6.89,53.04,86.32,A,26.6,No,Yes,PhD,Medium,6,5.6
Male,22,Engineering,83.58,57.12,85.73,81.26,97.86,3.95,80.82,98.76,D,27.4,No,Yes,Bachelor's,Medium,2,6.9
Male,19,Business,58.8,71.89,64.7,99.06,63.52,3.81,85.85,67.11,D,9.4,No,Yes,Master's,Medium,6,4.7
Female,21,Engineering,95.9,84.59,68.58,52.04,63.89,1.56,65.54,88.54,B,6.3,No,Yes,High School,Medium,6,8.9
Male,23,CS,62.21,94.03,92.6,54.91,88.53,6,57.22,93.49,F,16.9,No,Yes,Master's,Low,7,6.9
Male,22,Engineering,90.71,63.19,87.46,57.45,99.21,0.86,95.52,88.92,B,22.9,Yes,Yes,Bachelor's,High,1,8.5
Male,23,CS,61.1,42.34,47.46,61.58,95.69,9.04,83.22,91.05,B,14.5,No,Yes,PhD,Medium,1,8.5
Male,21,CS,57.37,60.73,63.33,60.91,79.22,6.44,67.27,97.3,C,5.2,No,Yes,Bachelor's,Medium,3,8
Male,21,CS,77.38,90.87,75.06,74.69,50.86,2.03,85.27,56.51,C,17.8,No,Yes,PhD,Medium,1,7.9
Female,21,CS,75.725,40.67,94.35,50.04,59.81,5.24,52.53,99.65,F,16.8,No,Yes,High School,Low,7,5.6
Female,20,CS,93.03,78.47,94.69,93.14,50.13,6.7,73.2,57.72,A,13.9,Yes,Yes,PhD,Medium,8,6.5
Female,19,CS,82.64,86.71,83.82,80.58,69.67,3.84,52.5,63.6,B,15.8,No,Yes,High School,Medium,8,7.4
Male,18,Business,99.64,49.38,79.74,59.83,96.82,0.05,79.12,63.98,A,9.6,No,Yes,Bachelor's,Low,3,4.9
Female,24,CS,50.84,77.6,86.61,91.13,63.61,1.65,71.87,93.18,C,26.9,Yes,Yes,High School,Low,10,5.8
Female,22,Engineering,85.99,72.31,62.99,74.81,59.19,7.99,85.37,88.48,A,26.4,No,Yes,PhD,Low,2,7.1
Male,18,Business,75.725,99.9,59.22,78.42,93.94,3.89,58.07,68.04,A,7.8,No,Yes,Bachelor's,Medium,2,8.6
Female,23,Business,61.17,72.84,99.5,55.13,76.31,0.49,68,99.69,D,12.1,No,Yes,Bachelor's,High,5,4.7
Male,24,Business,97.11,65.21,75.42,60.1,57.2,6.36,94.15,83.56,A,25.4,No,Yes,PhD,Medium,9,4.2
Female,18,Mathematics,84.83,94.57,82.64,61.73,82.14,6.71,71.18,91.79,C,11.6,No,Yes,Bachelor's,Medium,9,8.8
Female,19,CS,61.84,54.05,71.58,72.2,76,8.14,97.77,86.69,F,11.4,No,Yes,PhD,Medium,10,4.7
Male,22,CS,96.1,78.05,85.12,74.81,69.96,0.86,93.09,85.82,A,27.6,No,Yes,High School,Medium,9,5
Female,18,Business,94.37,45.75,79.43,96.43,89.24,5.53,51.77,79.87,A,10.3,No,Yes,Master's,Low,1,4.8
Female,22,CS,99.29,74.79,73.85,77.02,67.81,5.2,94.39,81,A,29.3,No,Yes,Master's,Medium,1,4.7
Female,23,CS,79.21,62.55,67.43,52.17,67.73,6.63,94.29,80.52,C,21.4,No,Yes,PhD,Low,6,8.7
Female,21,Business,81.69,47.93,98.15,74.81,94.73,4.01,78.74,92.35,C,9.6,No,Yes,High School,Low,1,6.9
Female,18,CS,85.86,76.46,41.94,77.61,75.38,0.51,55.4,76.27,A,12.9,No,Yes,Master's,Medium,2,7.9
Female,22,CS,55.25,68.92,69.17,91.58,98.81,1.94,84.95,50.62,D,25.9,No,Yes,Bachelor's,High,1,4.3
Female,19,CS,75.725,54.75,40.09,86.78,89.16,9.77,72.55,57.97,F,6.3,Yes,Yes,Bachelor's,Low,7,6
Male,21,Engineering,63.86,67.65,49.95,75.04,66.66,4.63,75.17,51.25,F,7.1,No,Yes,High School,Medium,5,5
Female,18,Engineering,75.725,64.34,89.22,83.76,61.63,1.16,60.56,57.57,A,24.8,No,Yes,High School,Low,7,7.3
Male,21,CS,87.63,66.11,56.68,55.93,66.27,8.13,75.63,54.1,A,7.7,No,Yes,Bachelor's,Medium,5,6.2
Male,23,Engineering,75.725,98.96,79.46,84.61,85.51,9.45,61.14,98.54,F,29.1,No,Yes,Bachelor's,Medium,1,4.4
Female,22,CS,83.29,90.96,89.29,61.94,61.92,0.31,61.26,99.85,D,25.4,No,Yes,PhD,High,8,7
Male,24,Engineering,59.16,94.2,44.79,53.04,53.75,1.02,71.22,76.96,D,8,No,Yes,Bachelor's,Low,8,6.6
Female,19,Engineering,60.72,43.27,58.41,58.27,72.3,7.72,56.55,59.1,A,8,Yes,Yes,PhD,Low,9,7.5
Male,19,Business,64.45,67.36,42.16,59.21,80.36,4.69,56.67,78.78,C,25.6,No,Yes,Master's,Low,9,6.9
Male,18,Mathematics,98.77,84.81,70.03,52.07,83.81,8.32,98.4,51.97,B,17.1,Yes,Yes,Bachelor's,Low,3,7.8
Male,22,CS,99.41,75,63.69,87.25,99.81,2.26,71.35,98.62,A,26.1,No,Yes,Master's,Low,1,9
Female,22,CS,89.74,50.51,73.42,99.05,84.13,6.79,70.19,91.3,B,14.8,Yes,Yes,Bachelor's,Medium,10,7.2
Female,20,Business,84.78,60.59,51.71,74.81,53.72,8.09,70.91,93.07,D,16.6,No,Yes,Master's,Low,5,5.7
Male,18,CS,91.84,49.74,87.16,78.45,51.09,1.83,76.56,51.84,A,19.1,No,Yes,Master's,Low,10,7.4
Male,21,Engineering,92.74,90.11,92.49,68.71,65.32,7.64,93.89,60.78,B,27.8,Yes,Yes,PhD,Low,3,7.3
Male,20,Business,57.49,93.02,82.27,57.31,83.72,2.86,55.93,97.46,F,18.6,Yes,Yes,Master's,Low,4,6.2
Female,19,Engineering,97.3,64.97,81.25,57.64,94.03,9.21,82.62,96.2,A,26.4,Yes,Yes,High School,High,10,4.9
Female,19,CS,75.37,60.76,43.4,68.14,54.72,9.15,50.35,65.03,C,25.8,No,Yes,PhD,Medium,3,6.5
Female,23,CS,66.84,95.83,88.75,51.59,64.81,6.32,73.22,75.85,B,20.5,No,Yes,Bachelor's,Medium,3,7.5
Female,19,CS,81.34,62.69,48.72,94.44,96.34,3.65,87.13,71.95,C,17.7,No,Yes,High School,Low,8,5.5
Male,21,Business,75.22,96.93,51.71,74.81,51.88,1.36,86.47,58.64,F,23.8,Yes,Yes,Master's,Low,10,6.9
Male,18,CS,84.61,89,55.71,98.89,59.64,7.24,86.82,87.94,D,25.7,No,Yes,Bachelor's,High,6,8.5
Male,23,Engineering,95.48,57.95,49.1,93.46,92.68,5.49,53.41,72.36,A,15.2,No,Yes,High School,High,1,5.4
